"","c_chief","c_lcDisagreement","c_lcDispositionDirection","c_issueArea","c_adminActionBool","c_oralArgBool","c_reargBool","c_decisionTime","c_formerCourt","c_caseOriginRegion","c_caseOriginCourt","e_houseMajority","e_senateMajority","e_decisionPresidentParty","e_JCApproval","j_justiceDecisionAgeBand","j_justiceRegion","j_justiceReligion","j_justiceEthnicity","j_justicePresidentParty","j_justiceVotesAppointed","direction"
"10323","Roberts",0,"Liberal","Judicial Power",0,1,0,"31-180 Days",1,"Northeast","District Court","Republican","Democrat","Democrat","Approve","65+","South","Catholicism","African American","Republican","<75%","Conservative"
"10324","Roberts",0,"Liberal","Judicial Power",0,1,0,"31-180 Days",1,"Northeast","District Court","Republican","Democrat","Democrat","Approve","65+","Northeast","Jewish","Caucasian","Democrat",">=75%","Conservative"
"10325","Roberts",0,"Liberal","Judicial Power",0,1,0,"31-180 Days",1,"Northeast","District Court","Republican","Democrat","Democrat","Approve","65+","West","Judaism","Caucasian","Democrat",">=75%","Conservative"
"10326","Roberts",0,"Liberal","Judicial Power",0,1,0,"31-180 Days",1,"Northeast","District Court","Republican","Democrat","Democrat","Approve","0-65","Northeast","Catholicism","Caucasian","Republican","<75%","Conservative"
"10327","Roberts",0,"Liberal","Judicial Power",0,1,0,"31-180 Days",1,"Northeast","District Court","Republican","Democrat","Democrat","Approve","0-65","Northeast","Catholicism","Hispanic","Democrat","<75%","Conservative"
"10328","Roberts",0,"Liberal","Judicial Power",0,1,0,"31-180 Days",0,"Northeast","District Court","Republican","Democrat","Democrat","Approve","0-65","Northeast","Judaism","Caucasian","Democrat","<75%","Conservative"
"10329","Roberts",0,"Liberal","Economic Activity",0,1,0,"31-180 Days",1,"South","District Court","Republican","Democrat","Democrat","Approve","0-65","South","Catholicism","Caucasian","Republican",">=75%","Liberal"
"10330","Roberts",0,"Liberal","Economic Activity",0,1,0,"31-180 Days",1,"South","District Court","Republican","Democrat","Democrat","Approve","65+","Northeast","Catholicism","Caucasian","Republican",">=75%","Liberal"
"10331","Roberts",0,"Liberal","Economic Activity",0,1,0,"31-180 Days",1,"South","District Court","Republican","Democrat","Democrat","Approve","65+","West","Catholicism","Caucasian","Republican",">=75%","Liberal"
"10332","Roberts",0,"Liberal","Economic Activity",0,1,0,"31-180 Days",1,"South","District Court","Republican","Democrat","Democrat","Approve","65+","South","Catholicism","African American","Republican","<75%","Liberal"
"10333","Roberts",0,"Liberal","Economic Activity",0,1,0,"31-180 Days",1,"South","District Court","Republican","Democrat","Democrat","Approve","65+","Northeast","Jewish","Caucasian","Democrat",">=75%","Liberal"
"10334","Roberts",0,"Liberal","Economic Activity",0,1,0,"31-180 Days",1,"South","District Court","Republican","Democrat","Democrat","Approve","65+","West","Judaism","Caucasian","Democrat",">=75%","Liberal"
"10335","Roberts",0,"Liberal","Economic Activity",0,1,0,"31-180 Days",1,"South","District Court","Republican","Democrat","Democrat","Approve","0-65","Northeast","Catholicism","Caucasian","Republican","<75%","Liberal"
"10336","Roberts",0,"Liberal","Economic Activity",0,1,0,"31-180 Days",1,"South","District Court","Republican","Democrat","Democrat","Approve","0-65","Northeast","Catholicism","Hispanic","Democrat","<75%","Liberal"
"10337","Roberts",0,"Liberal","Economic Activity",0,1,0,"31-180 Days",0,"South","District Court","Republican","Democrat","Democrat","Approve","0-65","Northeast","Judaism","Caucasian","Democrat","<75%","Liberal"
"10338","Roberts",0,"Conservative","Criminal Procedure",0,1,0,"31-180 Days",1,"Midwest","District Court","Republican","Democrat","Democrat","Approve","0-65","South","Catholicism","Caucasian","Republican",">=75%","Liberal"
"10339","Roberts",0,"Conservative","Criminal Procedure",0,1,0,"31-180 Days",1,"Midwest","District Court","Republican","Democrat","Democrat","Approve","65+","Northeast","Catholicism","Caucasian","Republican",">=75%","Liberal"
"10340","Roberts",0,"Conservative","Criminal Procedure",0,1,0,"31-180 Days",1,"Midwest","District Court","Republican","Democrat","Democrat","Approve","65+","West","Catholicism","Caucasian","Republican",">=75%","Liberal"
"10341","Roberts",0,"Conservative","Criminal Procedure",0,1,0,"31-180 Days",1,"Midwest","District Court","Republican","Democrat","Democrat","Approve","65+","South","Catholicism","African American","Republican","<75%","Liberal"
"10342","Roberts",0,"Conservative","Criminal Procedure",0,1,0,"31-180 Days",1,"Midwest","District Court","Republican","Democrat","Democrat","Approve","65+","Northeast","Jewish","Caucasian","Democrat",">=75%","Liberal"
"10343","Roberts",0,"Conservative","Criminal Procedure",0,1,0,"31-180 Days",1,"Midwest","District Court","Republican","Democrat","Democrat","Approve","65+","West","Judaism","Caucasian","Democrat",">=75%","Liberal"
"10344","Roberts",0,"Conservative","Criminal Procedure",0,1,0,"31-180 Days",1,"Midwest","District Court","Republican","Democrat","Democrat","Approve","0-65","Northeast","Catholicism","Caucasian","Republican","<75%","Liberal"
"10345","Roberts",0,"Conservative","Criminal Procedure",0,1,0,"31-180 Days",1,"Midwest","District Court","Republican","Democrat","Democrat","Approve","0-65","Northeast","Catholicism","Hispanic","Democrat","<75%","Liberal"
"10346","Roberts",0,"Conservative","Criminal Procedure",0,1,0,"31-180 Days",0,"Midwest","District Court","Republican","Democrat","Democrat","Approve","0-65","Northeast","Judaism","Caucasian","Democrat","<75%","Liberal"
"10347","Roberts",0,"Conservative","Unions",0,1,0,"31-180 Days",1,"Midwest","District Court","Republican","Democrat","Democrat","Approve","0-65","South","Catholicism","Caucasian","Republican",">=75%","Conservative"
"10348","Roberts",0,"Conservative","Unions",0,1,0,"31-180 Days",1,"Others","District Court","Republican","Democrat","Democrat","Approve","0-65","South","Catholicism","Caucasian","Republican",">=75%","Conservative"
"10349","Roberts",0,"Conservative","Unions",0,1,0,"31-180 Days",1,"Midwest","District Court","Republican","Democrat","Democrat","Approve","65+","Northeast","Catholicism","Caucasian","Republican",">=75%","Conservative"
"10350","Roberts",0,"Conservative","Unions",0,1,0,"31-180 Days",1,"Others","District Court","Republican","Democrat","Democrat","Approve","65+","Northeast","Catholicism","Caucasian","Republican",">=75%","Conservative"
"10351","Roberts",0,"Conservative","Unions",0,1,0,"31-180 Days",1,"Midwest","District Court","Republican","Democrat","Democrat","Approve","65+","West","Catholicism","Caucasian","Republican",">=75%","Conservative"
"10352","Roberts",0,"Conservative","Unions",0,1,0,"31-180 Days",1,"Others","District Court","Republican","Democrat","Democrat","Approve","65+","West","Catholicism","Caucasian","Republican",">=75%","Conservative"
"10353","Roberts",0,"Conservative","Unions",0,1,0,"31-180 Days",1,"Midwest","District Court","Republican","Democrat","Democrat","Approve","65+","South","Catholicism","African American","Republican","<75%","Conservative"
"10354","Roberts",0,"Conservative","Unions",0,1,0,"31-180 Days",1,"Others","District Court","Republican","Democrat","Democrat","Approve","65+","South","Catholicism","African American","Republican","<75%","Conservative"
"10355","Roberts",0,"Conservative","Unions",0,1,0,"31-180 Days",1,"Midwest","District Court","Republican","Democrat","Democrat","Approve","65+","Northeast","Jewish","Caucasian","Democrat",">=75%","Conservative"
"10356","Roberts",0,"Conservative","Unions",0,1,0,"31-180 Days",1,"Others","District Court","Republican","Democrat","Democrat","Approve","65+","Northeast","Jewish","Caucasian","Democrat",">=75%","Conservative"
"10357","Roberts",0,"Conservative","Unions",0,1,0,"31-180 Days",1,"Midwest","District Court","Republican","Democrat","Democrat","Approve","65+","West","Judaism","Caucasian","Democrat",">=75%","Conservative"
"10358","Roberts",0,"Conservative","Unions",0,1,0,"31-180 Days",1,"Others","District Court","Republican","Democrat","Democrat","Approve","65+","West","Judaism","Caucasian","Democrat",">=75%","Conservative"
"10359","Roberts",0,"Conservative","Unions",0,1,0,"31-180 Days",1,"Midwest","District Court","Republican","Democrat","Democrat","Approve","0-65","Northeast","Catholicism","Caucasian","Republican","<75%","Conservative"
"10360","Roberts",0,"Conservative","Unions",0,1,0,"31-180 Days",1,"Others","District Court","Republican","Democrat","Democrat","Approve","0-65","Northeast","Catholicism","Caucasian","Republican","<75%","Conservative"
"10361","Roberts",0,"Conservative","Unions",0,1,0,"31-180 Days",1,"Midwest","District Court","Republican","Democrat","Democrat","Approve","0-65","Northeast","Catholicism","Hispanic","Democrat","<75%","Conservative"
"10362","Roberts",0,"Conservative","Unions",0,1,0,"31-180 Days",1,"Others","District Court","Republican","Democrat","Democrat","Approve","0-65","Northeast","Catholicism","Hispanic","Democrat","<75%","Conservative"
"10363","Roberts",0,"Conservative","Unions",0,1,0,"31-180 Days",0,"Midwest","District Court","Republican","Democrat","Democrat","Approve","0-65","Northeast","Judaism","Caucasian","Democrat","<75%","Conservative"
"10364","Roberts",0,"Conservative","Unions",0,1,0,"31-180 Days",0,"Others","District Court","Republican","Democrat","Democrat","Approve","0-65","Northeast","Judaism","Caucasian","Democrat","<75%","Conservative"
"10365","Roberts",0,"Conservative","First Amendment",0,1,0,"31-180 Days",1,"West","Trial Court","Republican","Democrat","Democrat","Approve","0-65","South","Catholicism","Caucasian","Republican",">=75%","Liberal"
"10366","Roberts",0,"Conservative","First Amendment",0,1,0,"31-180 Days",1,"West","Trial Court","Republican","Democrat","Democrat","Approve","65+","Northeast","Catholicism","Caucasian","Republican",">=75%","Conservative"
"10367","Roberts",0,"Conservative","First Amendment",0,1,0,"31-180 Days",1,"West","Trial Court","Republican","Democrat","Democrat","Approve","65+","West","Catholicism","Caucasian","Republican",">=75%","Liberal"
"10368","Roberts",0,"Conservative","First Amendment",0,1,0,"31-180 Days",1,"West","Trial Court","Republican","Democrat","Democrat","Approve","65+","South","Catholicism","African American","Republican","<75%","Conservative"
"10369","Roberts",0,"Conservative","First Amendment",0,1,0,"31-180 Days",1,"West","Trial Court","Republican","Democrat","Democrat","Approve","65+","Northeast","Jewish","Caucasian","Democrat",">=75%","Liberal"
"10370","Roberts",0,"Conservative","First Amendment",0,1,0,"31-180 Days",1,"West","Trial Court","Republican","Democrat","Democrat","Approve","65+","West","Judaism","Caucasian","Democrat",">=75%","Liberal"
"10371","Roberts",0,"Conservative","First Amendment",0,1,0,"31-180 Days",1,"West","Trial Court","Republican","Democrat","Democrat","Approve","0-65","Northeast","Catholicism","Caucasian","Republican","<75%","Liberal"
"10372","Roberts",0,"Conservative","First Amendment",0,1,0,"31-180 Days",1,"West","Trial Court","Republican","Democrat","Democrat","Approve","0-65","Northeast","Catholicism","Hispanic","Democrat","<75%","Liberal"
"10373","Roberts",0,"Conservative","First Amendment",0,1,0,"31-180 Days",0,"West","Trial Court","Republican","Democrat","Democrat","Approve","0-65","Northeast","Judaism","Caucasian","Democrat","<75%","Conservative"
"10374","Roberts",1,"Conservative","Civil Rights",0,0,0,"0-30 Days",1,"South","Trial Court","Republican","Democrat","Democrat","Approve","0-65","South","Catholicism","Caucasian","Republican",">=75%","Liberal"
"10375","Roberts",1,"Conservative","Civil Rights",0,0,0,"0-30 Days",1,"South","Trial Court","Republican","Democrat","Democrat","Approve","65+","Northeast","Catholicism","Caucasian","Republican",">=75%","Liberal"
"10376","Roberts",1,"Conservative","Civil Rights",0,0,0,"0-30 Days",1,"South","Trial Court","Republican","Democrat","Democrat","Approve","65+","West","Catholicism","Caucasian","Republican",">=75%","Liberal"
"10377","Roberts",1,"Conservative","Civil Rights",0,0,0,"0-30 Days",1,"South","Trial Court","Republican","Democrat","Democrat","Approve","65+","South","Catholicism","African American","Republican","<75%","Liberal"
"10378","Roberts",1,"Conservative","Civil Rights",0,0,0,"0-30 Days",1,"South","Trial Court","Republican","Democrat","Democrat","Approve","65+","Northeast","Jewish","Caucasian","Democrat",">=75%","Liberal"
"10379","Roberts",1,"Conservative","Civil Rights",0,0,0,"0-30 Days",1,"South","Trial Court","Republican","Democrat","Democrat","Approve","65+","West","Judaism","Caucasian","Democrat",">=75%","Liberal"
"10380","Roberts",1,"Conservative","Civil Rights",0,0,0,"0-30 Days",1,"South","Trial Court","Republican","Democrat","Democrat","Approve","0-65","Northeast","Catholicism","Caucasian","Republican","<75%","Liberal"
"10381","Roberts",1,"Conservative","Civil Rights",0,0,0,"0-30 Days",1,"South","Trial Court","Republican","Democrat","Democrat","Approve","0-65","Northeast","Catholicism","Hispanic","Democrat","<75%","Liberal"
"10382","Roberts",1,"Conservative","Civil Rights",0,0,0,"0-30 Days",0,"South","Trial Court","Republican","Democrat","Democrat","Approve","0-65","Northeast","Judaism","Caucasian","Democrat","<75%","Liberal"
"10383","Roberts",0,"Conservative","Criminal Procedure",0,1,0,"31-180 Days",1,"South","District Court","Republican","Democrat","Democrat","Approve","0-65","South","Catholicism","Caucasian","Republican",">=75%","Liberal"
"10384","Roberts",0,"Conservative","Criminal Procedure",0,1,0,"31-180 Days",1,"South","District Court","Republican","Democrat","Democrat","Approve","65+","Northeast","Catholicism","Caucasian","Republican",">=75%","Conservative"
"10385","Roberts",0,"Conservative","Criminal Procedure",0,1,0,"31-180 Days",1,"South","District Court","Republican","Democrat","Democrat","Approve","65+","West","Catholicism","Caucasian","Republican",">=75%","Conservative"
"10386","Roberts",0,"Conservative","Criminal Procedure",0,1,0,"31-180 Days",1,"South","District Court","Republican","Democrat","Democrat","Approve","65+","South","Catholicism","African American","Republican","<75%","Conservative"
"10387","Roberts",0,"Conservative","Criminal Procedure",0,1,0,"31-180 Days",1,"South","District Court","Republican","Democrat","Democrat","Approve","65+","Northeast","Jewish","Caucasian","Democrat",">=75%","Conservative"
"10388","Roberts",0,"Conservative","Criminal Procedure",0,1,0,"31-180 Days",1,"South","District Court","Republican","Democrat","Democrat","Approve","65+","West","Judaism","Caucasian","Democrat",">=75%","Liberal"
"10389","Roberts",0,"Conservative","Criminal Procedure",0,1,0,"31-180 Days",1,"South","District Court","Republican","Democrat","Democrat","Approve","0-65","Northeast","Catholicism","Caucasian","Republican","<75%","Conservative"
"10390","Roberts",0,"Conservative","Criminal Procedure",0,1,0,"31-180 Days",1,"South","District Court","Republican","Democrat","Democrat","Approve","0-65","Northeast","Catholicism","Hispanic","Democrat","<75%","Liberal"
"10391","Roberts",0,"Conservative","Criminal Procedure",0,1,0,"31-180 Days",0,"South","District Court","Republican","Democrat","Democrat","Approve","0-65","Northeast","Judaism","Caucasian","Democrat","<75%","Conservative"
"10392","Roberts",0,"Conservative","Criminal Procedure",0,1,0,"31-180 Days",1,"West","Trial Court","Republican","Democrat","Democrat","Approve","0-65","South","Catholicism","Caucasian","Republican",">=75%","Conservative"
"10393","Roberts",0,"Conservative","Criminal Procedure",0,1,0,"31-180 Days",1,"West","Trial Court","Republican","Democrat","Democrat","Approve","65+","Northeast","Catholicism","Caucasian","Republican",">=75%","Conservative"
"10394","Roberts",0,"Conservative","Criminal Procedure",0,1,0,"31-180 Days",1,"West","Trial Court","Republican","Democrat","Democrat","Approve","65+","West","Catholicism","Caucasian","Republican",">=75%","Conservative"
"10395","Roberts",0,"Conservative","Criminal Procedure",0,1,0,"31-180 Days",1,"West","Trial Court","Republican","Democrat","Democrat","Approve","65+","South","Catholicism","African American","Republican","<75%","Conservative"
"10396","Roberts",0,"Conservative","Criminal Procedure",0,1,0,"31-180 Days",1,"West","Trial Court","Republican","Democrat","Democrat","Approve","65+","Northeast","Jewish","Caucasian","Democrat",">=75%","Liberal"
"10397","Roberts",0,"Conservative","Criminal Procedure",0,1,0,"31-180 Days",1,"West","Trial Court","Republican","Democrat","Democrat","Approve","65+","West","Judaism","Caucasian","Democrat",">=75%","Conservative"
"10398","Roberts",0,"Conservative","Criminal Procedure",0,1,0,"31-180 Days",1,"West","Trial Court","Republican","Democrat","Democrat","Approve","0-65","Northeast","Catholicism","Caucasian","Republican","<75%","Conservative"
"10399","Roberts",0,"Conservative","Criminal Procedure",0,1,0,"31-180 Days",1,"West","Trial Court","Republican","Democrat","Democrat","Approve","0-65","Northeast","Catholicism","Hispanic","Democrat","<75%","Liberal"
"10400","Roberts",0,"Conservative","Criminal Procedure",0,1,0,"31-180 Days",0,"West","Trial Court","Republican","Democrat","Democrat","Approve","0-65","Northeast","Judaism","Caucasian","Democrat","<75%","Liberal"
"10401","Roberts",1,"Liberal","Due Process",0,1,0,"31-180 Days",1,"West","District Court","Republican","Democrat","Democrat","Approve","0-65","South","Catholicism","Caucasian","Republican",">=75%","Liberal"
"10402","Roberts",1,"Liberal","Due Process",0,1,0,"31-180 Days",1,"West","District Court","Republican","Democrat","Democrat","Approve","65+","Northeast","Catholicism","Caucasian","Republican",">=75%","Liberal"
"10403","Roberts",1,"Liberal","Due Process",0,1,0,"31-180 Days",1,"West","District Court","Republican","Democrat","Democrat","Approve","65+","West","Catholicism","Caucasian","Republican",">=75%","Liberal"
"10404","Roberts",1,"Liberal","Due Process",0,1,0,"31-180 Days",1,"West","District Court","Republican","Democrat","Democrat","Approve","65+","South","Catholicism","African American","Republican","<75%","Liberal"
"10405","Roberts",1,"Liberal","Due Process",0,1,0,"31-180 Days",1,"West","District Court","Republican","Democrat","Democrat","Approve","65+","Northeast","Jewish","Caucasian","Democrat",">=75%","Liberal"
"10406","Roberts",1,"Liberal","Due Process",0,1,0,"31-180 Days",1,"West","District Court","Republican","Democrat","Democrat","Approve","65+","West","Judaism","Caucasian","Democrat",">=75%","Liberal"
"10407","Roberts",1,"Liberal","Due Process",0,1,0,"31-180 Days",1,"West","District Court","Republican","Democrat","Democrat","Approve","0-65","Northeast","Catholicism","Caucasian","Republican","<75%","Liberal"
"10408","Roberts",1,"Liberal","Due Process",0,1,0,"31-180 Days",1,"West","District Court","Republican","Democrat","Democrat","Approve","0-65","Northeast","Catholicism","Hispanic","Democrat","<75%","Liberal"
"10409","Roberts",1,"Liberal","Due Process",0,1,0,"31-180 Days",0,"West","District Court","Republican","Democrat","Democrat","Approve","0-65","Northeast","Judaism","Caucasian","Democrat","<75%","Liberal"
"10410","Roberts",0,"Liberal","Economic Activity",0,1,0,"31-180 Days",1,"South","District Court","Republican","Democrat","Democrat","Approve","0-65","South","Catholicism","Caucasian","Republican",">=75%","Liberal"
"10411","Roberts",0,"Liberal","Economic Activity",0,1,0,"31-180 Days",1,"South","District Court","Republican","Democrat","Democrat","Approve","65+","Northeast","Catholicism","Caucasian","Republican",">=75%","Liberal"
"10412","Roberts",0,"Liberal","Economic Activity",0,1,0,"31-180 Days",1,"South","District Court","Republican","Democrat","Democrat","Approve","65+","West","Catholicism","Caucasian","Republican",">=75%","Conservative"
"10413","Roberts",0,"Liberal","Economic Activity",0,1,0,"31-180 Days",1,"South","District Court","Republican","Democrat","Democrat","Approve","65+","South","Catholicism","African American","Republican","<75%","Liberal"
"10414","Roberts",0,"Liberal","Economic Activity",0,1,0,"31-180 Days",1,"South","District Court","Republican","Democrat","Democrat","Approve","65+","Northeast","Jewish","Caucasian","Democrat",">=75%","Liberal"
"10415","Roberts",0,"Liberal","Economic Activity",0,1,0,"31-180 Days",1,"South","District Court","Republican","Democrat","Democrat","Approve","65+","West","Judaism","Caucasian","Democrat",">=75%","Liberal"
"10416","Roberts",0,"Liberal","Economic Activity",0,1,0,"31-180 Days",1,"South","District Court","Republican","Democrat","Democrat","Approve","0-65","Northeast","Catholicism","Caucasian","Republican","<75%","Conservative"
"10417","Roberts",0,"Liberal","Economic Activity",0,1,0,"31-180 Days",1,"South","District Court","Republican","Democrat","Democrat","Approve","0-65","Northeast","Catholicism","Hispanic","Democrat","<75%","Liberal"
"10418","Roberts",0,"Liberal","Economic Activity",0,1,0,"31-180 Days",0,"South","District Court","Republican","Democrat","Democrat","Approve","0-65","Northeast","Judaism","Caucasian","Democrat","<75%","Liberal"
"10419","Roberts",0,"Liberal","Criminal Procedure",0,1,0,"31-180 Days",1,"West","District Court","Republican","Democrat","Democrat","Approve","0-65","South","Catholicism","Caucasian","Republican",">=75%","Conservative"
"10420","Roberts",0,"Liberal","Criminal Procedure",0,1,0,"31-180 Days",1,"West","District Court","Republican","Democrat","Democrat","Approve","65+","Northeast","Catholicism","Caucasian","Republican",">=75%","Conservative"
"10421","Roberts",0,"Liberal","Criminal Procedure",0,1,0,"31-180 Days",1,"West","District Court","Republican","Democrat","Democrat","Approve","65+","West","Catholicism","Caucasian","Republican",">=75%","Conservative"
"10422","Roberts",0,"Liberal","Criminal Procedure",0,1,0,"31-180 Days",1,"West","District Court","Republican","Democrat","Democrat","Approve","65+","South","Catholicism","African American","Republican","<75%","Conservative"
"10423","Roberts",0,"Liberal","Criminal Procedure",0,1,0,"31-180 Days",1,"West","District Court","Republican","Democrat","Democrat","Approve","65+","Northeast","Jewish","Caucasian","Democrat",">=75%","Conservative"
"10424","Roberts",0,"Liberal","Criminal Procedure",0,1,0,"31-180 Days",1,"West","District Court","Republican","Democrat","Democrat","Approve","65+","West","Judaism","Caucasian","Democrat",">=75%","Conservative"
"10425","Roberts",0,"Liberal","Criminal Procedure",0,1,0,"31-180 Days",1,"West","District Court","Republican","Democrat","Democrat","Approve","0-65","Northeast","Catholicism","Caucasian","Republican","<75%","Conservative"
"10426","Roberts",0,"Liberal","Criminal Procedure",0,1,0,"31-180 Days",1,"West","District Court","Republican","Democrat","Democrat","Approve","0-65","Northeast","Catholicism","Hispanic","Democrat","<75%","Conservative"
"10427","Roberts",0,"Liberal","Criminal Procedure",0,1,0,"31-180 Days",0,"West","District Court","Republican","Democrat","Democrat","Approve","0-65","Northeast","Judaism","Caucasian","Democrat","<75%","Conservative"
"10428","Roberts",1,"Conservative","Privacy",0,1,0,"31-180 Days",1,"Northeast","District Court","Republican","Democrat","Democrat","Approve","0-65","South","Catholicism","Caucasian","Republican",">=75%","Liberal"
"10429","Roberts",1,"Conservative","Privacy",0,1,0,"31-180 Days",1,"Northeast","District Court","Republican","Democrat","Democrat","Approve","65+","Northeast","Catholicism","Caucasian","Republican",">=75%","Liberal"
"10430","Roberts",1,"Conservative","Privacy",0,1,0,"31-180 Days",1,"Northeast","District Court","Republican","Democrat","Democrat","Approve","65+","West","Catholicism","Caucasian","Republican",">=75%","Conservative"
"10431","Roberts",1,"Conservative","Privacy",0,1,0,"31-180 Days",1,"Northeast","District Court","Republican","Democrat","Democrat","Approve","65+","South","Catholicism","African American","Republican","<75%","Liberal"
"10432","Roberts",1,"Conservative","Privacy",0,1,0,"31-180 Days",1,"Northeast","District Court","Republican","Democrat","Democrat","Approve","65+","Northeast","Jewish","Caucasian","Democrat",">=75%","Liberal"
"10433","Roberts",1,"Conservative","Privacy",0,1,0,"31-180 Days",1,"Northeast","District Court","Republican","Democrat","Democrat","Approve","65+","West","Judaism","Caucasian","Democrat",">=75%","Liberal"
"10434","Roberts",1,"Conservative","Privacy",0,1,0,"31-180 Days",1,"Northeast","District Court","Republican","Democrat","Democrat","Approve","0-65","Northeast","Catholicism","Caucasian","Republican","<75%","Conservative"
"10435","Roberts",1,"Conservative","Privacy",0,1,0,"31-180 Days",1,"Northeast","District Court","Republican","Democrat","Democrat","Approve","0-65","Northeast","Catholicism","Hispanic","Democrat","<75%","Conservative"
"10436","Roberts",1,"Conservative","Privacy",0,1,0,"31-180 Days",0,"Northeast","District Court","Republican","Democrat","Democrat","Approve","0-65","Northeast","Judaism","Caucasian","Democrat","<75%","Liberal"
"10437","Roberts",0,"Conservative","Economic Activity",0,1,0,"31-180 Days",1,"West","District Court","Republican","Democrat","Democrat","Approve","0-65","South","Catholicism","Caucasian","Republican",">=75%","Liberal"
"10438","Roberts",0,"Conservative","Economic Activity",0,1,0,"31-180 Days",1,"West","District Court","Republican","Democrat","Democrat","Approve","65+","Northeast","Catholicism","Caucasian","Republican",">=75%","Liberal"
"10439","Roberts",0,"Conservative","Economic Activity",0,1,0,"31-180 Days",1,"West","District Court","Republican","Democrat","Democrat","Approve","65+","West","Catholicism","Caucasian","Republican",">=75%","Liberal"
"10440","Roberts",0,"Conservative","Economic Activity",0,1,0,"31-180 Days",1,"West","District Court","Republican","Democrat","Democrat","Approve","65+","South","Catholicism","African American","Republican","<75%","Liberal"
"10441","Roberts",0,"Conservative","Economic Activity",0,1,0,"31-180 Days",1,"West","District Court","Republican","Democrat","Democrat","Approve","65+","Northeast","Jewish","Caucasian","Democrat",">=75%","Liberal"
"10442","Roberts",0,"Conservative","Economic Activity",0,1,0,"31-180 Days",1,"West","District Court","Republican","Democrat","Democrat","Approve","65+","West","Judaism","Caucasian","Democrat",">=75%","Liberal"
"10443","Roberts",0,"Conservative","Economic Activity",0,1,0,"31-180 Days",1,"West","District Court","Republican","Democrat","Democrat","Approve","0-65","Northeast","Catholicism","Caucasian","Republican","<75%","Liberal"
"10444","Roberts",0,"Conservative","Economic Activity",0,1,0,"31-180 Days",1,"West","District Court","Republican","Democrat","Democrat","Approve","0-65","Northeast","Catholicism","Hispanic","Democrat","<75%","Liberal"
"10445","Roberts",0,"Conservative","Economic Activity",0,1,0,"31-180 Days",0,"West","District Court","Republican","Democrat","Democrat","Approve","0-65","Northeast","Judaism","Caucasian","Democrat","<75%","Liberal"
"10446","Roberts",0,"Liberal","Civil Rights",0,1,0,"31-180 Days",1,"Northeast","District Court","Republican","Democrat","Democrat","Approve","0-65","South","Catholicism","Caucasian","Republican",">=75%","Liberal"
"10447","Roberts",0,"Liberal","Civil Rights",0,1,0,"31-180 Days",1,"Northeast","District Court","Republican","Democrat","Democrat","Approve","65+","Northeast","Catholicism","Caucasian","Republican",">=75%","Liberal"
"10448","Roberts",0,"Liberal","Civil Rights",0,1,0,"31-180 Days",1,"Northeast","District Court","Republican","Democrat","Democrat","Approve","65+","West","Catholicism","Caucasian","Republican",">=75%","Liberal"
"10449","Roberts",0,"Liberal","Civil Rights",0,1,0,"31-180 Days",1,"Northeast","District Court","Republican","Democrat","Democrat","Approve","65+","South","Catholicism","African American","Republican","<75%","Liberal"
"10450","Roberts",0,"Liberal","Civil Rights",0,1,0,"31-180 Days",1,"Northeast","District Court","Republican","Democrat","Democrat","Approve","65+","Northeast","Jewish","Caucasian","Democrat",">=75%","Liberal"
"10451","Roberts",0,"Liberal","Civil Rights",0,1,0,"31-180 Days",1,"Northeast","District Court","Republican","Democrat","Democrat","Approve","65+","West","Judaism","Caucasian","Democrat",">=75%","Liberal"
"10452","Roberts",0,"Liberal","Civil Rights",0,1,0,"31-180 Days",1,"Northeast","District Court","Republican","Democrat","Democrat","Approve","0-65","Northeast","Catholicism","Caucasian","Republican","<75%","Liberal"
"10453","Roberts",0,"Liberal","Civil Rights",0,1,0,"31-180 Days",1,"Northeast","District Court","Republican","Democrat","Democrat","Approve","0-65","Northeast","Catholicism","Hispanic","Democrat","<75%","Liberal"
"10454","Roberts",0,"Liberal","Civil Rights",0,1,0,"31-180 Days",0,"Northeast","District Court","Republican","Democrat","Democrat","Approve","0-65","Northeast","Judaism","Caucasian","Democrat","<75%","Liberal"
"10455","Roberts",0,"Liberal","Economic Activity",0,1,0,"31-180 Days",1,NA,NA,"Republican","Democrat","Democrat","Approve","0-65","South","Catholicism","Caucasian","Republican",">=75%","Liberal"
"10456","Roberts",0,"Liberal","Economic Activity",0,1,0,"31-180 Days",1,NA,NA,"Republican","Democrat","Democrat","Approve","65+","Northeast","Catholicism","Caucasian","Republican",">=75%","Conservative"
"10457","Roberts",0,"Liberal","Economic Activity",0,1,0,"31-180 Days",1,NA,NA,"Republican","Democrat","Democrat","Approve","65+","West","Catholicism","Caucasian","Republican",">=75%","Liberal"
"10458","Roberts",0,"Liberal","Economic Activity",0,1,0,"31-180 Days",1,NA,NA,"Republican","Democrat","Democrat","Approve","65+","South","Catholicism","African American","Republican","<75%","Conservative"
"10459","Roberts",0,"Liberal","Economic Activity",0,1,0,"31-180 Days",1,NA,NA,"Republican","Democrat","Democrat","Approve","65+","Northeast","Jewish","Caucasian","Democrat",">=75%","Conservative"
"10460","Roberts",0,"Liberal","Economic Activity",0,1,0,"31-180 Days",1,NA,NA,"Republican","Democrat","Democrat","Approve","65+","West","Judaism","Caucasian","Democrat",">=75%","Conservative"
